i,RegionName,State,Metro,CountyName,SizeRank,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
29556,Wesley Chapel,NC,Charlotte-Concord-Gastonia,Union County,5416,178455.5556,186618.1818,190908.3333,195008.3333,203883.3333,219525,229283.3333,236316.6667,244125,263641.6667,285816.6667,304741.6667,298225,263441.6667,249158.3333,240458.3333,241075,252650,270750,283516.6667,297027.2727,316983.3333,334908.3333,349100
9023,Pevely,MO,St. Louis,Jefferson County,5417,85944.44444,90845.45455,96608.33333,103866.6667,110841.6667,115350,122866.6667,134775,142800,142366.6667,148116.6667,145200,140008.3333,139608.3333,139441.6667,134091.6667,129483.3333,126250,127500,132341.6667,137400,146558.3333,153916.6667,161400
395574,Adams,MA,Pittsfield,Berkshire County,5418,84822.22222,83036.36364,83225,84500,86866.66667,92991.66667,102308.3333,115600,127216.6667,146791.6667,148425,149508.3333,144450,138433.3333,131966.6667,123458.3333,121583.3333,122683.3333,125658.3333,129366.6667,130081.8182,133125,137858.3333,144700
9240,Stoneville,NC,Greensboro-High Point,Rockingham County,5419,42611.11111,47045.45455,51258.33333,57150,61450,64216.66667,65891.66667,67175,68983.33333,77733.33333,80241.66667,79533.33333,76750,75283.33333,74816.66667,69458.33333,68475,69450,69258.33333,70341.66667,69754.54545,71933.33333,68816.66667,80275
37192,Ash,NC,Myrtle Beach-Conway-North Myrtle Beach,Brunswick County,5420,64644.44444,73272.72727,77716.66667,82883.33333,90125,93816.66667,100616.6667,109208.3333,113000,147383.3333,183650,205100,188375,169541.6667,160325,148800,143658.3333,142800,153125,152658.3333,154418.1818,153050,157566.6667,162425
398081,Dunbar,PA,Pittsburgh,Fayette County,5421,29611.11111,34127.27273,41950,46191.66667,46833.33333,49050,54750,61708.33333,62691.66667,72325,73816.66667,71733.33333,71558.33333,75475,76141.66667,73883.33333,76816.66667,78058.33333,80491.66667,85033.33333,82454.54545,85625,88783.33333,93375
7759,Wappingers Falls,NY,New York-Newark-Jersey City,Dutchess County,5422,115122.2222,117690.9091,123266.6667,131750,144433.3333,164241.6667,187766.6667,218416.6667,254458.3333,288125,301033.3333,285391.6667,256883.3333,238216.6667,224516.6667,205841.6667,192516.6667,189375,193858.3333,193475,215009.0909,219808.3333,228433.3333,246287.5
398019,Falmouth,MA,Barnstable Town,Barnstable County,5423,184088.8889,184709.0909,216958.3333,254533.3333,307783.3333,353525,392808.3333,465141.6667,522125,566666.6667,565800,539250,501191.6667,462508.3333,448658.3333,447508.3333,447175,449758.3333,471341.6667,477233.3333,491927.2727,521991.6667,582100,594387.5
25830,McLoud,OK,Shawnee,Pottawatomie County,5424,44533.33333,47390.90909,52858.33333,56925,58833.33333,60125,63108.33333,66700,64391.66667,72466.66667,73325,76891.66667,75475,75525,75825,75550,74491.66667,74000,71908.33333,68875,79290.90909,83491.66667,95475,102350
37227,Austin,AR,Little Rock-North Little Rock-Conway,Lonoke County,5425,77488.88889,81672.72727,86883.33333,90441.66667,90525,91050,93583.33333,94491.66667,103841.6667,117691.6667,139375,128525,129100,124233.3333,129233.3333,129166.6667,132875,134716.6667,139441.6667,145141.6667,142518.1818,139900,154833.3333,162000
39333,Lakeside,AZ,Show Low,Navajo County,5426,74255.55556,76636.36364,83525,93833.33333,97633.33333,106800,127675,146091.6667,140316.6667,172833.3333,233158.3333,249158.3333,221683.3333,180083.3333,160550,153283.3333,148391.6667,141500,153525,155858.3333,168390.9091,186925,193475,207937.5
15991,Winchester,IN,,Randolph County,5427,45766.66667,51227.27273,56633.33333,59408.33333,62075,65408.33333,67625,66816.66667,67325,76800,79733.33333,74441.66667,65291.66667,60916.66667,60016.66667,61483.33333,61408.33333,59566.66667,59300,60941.66667,65936.36364,69200,77025,82637.5
53891,Pilot Mountain,NC,Mount Airy,Surry County,5428,59344.44444,65772.72727,72441.66667,79775,89358.33333,96533.33333,99616.66667,103225,108508.3333,120433.3333,124675,128433.3333,129966.6667,128175,126500,122041.6667,119191.6667,120708.3333,123216.6667,125841.6667,129818.1818,133641.6667,136883.3333,146350
26840,Roscommon,MI,,Roscommon County,5429,42211.11111,45945.45455,50133.33333,57733.33333,62191.66667,64783.33333,69200,73933.33333,74775,79733.33333,80508.33333,79641.66667,74100,68358.33333,65166.66667,62958.33333,60775,64766.66667,66158.33333,73666.66667,74709.09091,79883.33333,86116.66667,93587.5
10191,Ashville,AL,Birmingham-Hoover,Saint Clair County,5430,75333.33333,77763.63636,85091.66667,90591.66667,93866.66667,98641.66667,106366.6667,119275,123525,114325,131666.6667,126800,121450,125158.3333,125908.3333,121183.3333,121525,123475,125858.3333,122316.6667,130927.2727,133583.3333,139208.3333,148000
29007,Mars Hill,NC,Asheville,Madison County,5431,96388.88889,102800,104491.6667,96908.33333,96700,107933.3333,119400,125533.3333,140250,176258.3333,190308.3333,207166.6667,198366.6667,178558.3333,181975,162566.6667,170975,167975,169750,177183.3333,186390.9091,197458.3333,206033.3333,220325
206622,Cedar Hills,OR,Portland-Vancouver-Hillsboro,Washington County,5432,142266.6667,149236.3636,153966.6667,158316.6667,164258.3333,171675,179800,186666.6667,201791.6667,238575,288066.6667,300641.6667,280358.3333,260391.6667,246258.3333,232641.6667,237583.3333,269175,295183.3333,320900,369172.7273,408208.3333,418900,427050
3618,Bellevue,PA,Pittsburgh,Allegheny County,5433,64444.44444,65700,66708.33333,67966.66667,70358.33333,74458.33333,78350,83300,87216.66667,89283.33333,91975,92266.66667,90891.66667,92225,92766.66667,90766.66667,89641.66667,89216.66667,94791.66667,96458.33333,100172.7273,120258.3333,135000,140250
23706,Bigfork,MT,Kalispell,Flathead County,5434,212788.8889,212890.9091,213041.6667,213125,211458.3333,206891.6667,206391.6667,218250,231291.6667,257558.3333,308641.6667,351191.6667,358125,337633.3333,305016.6667,281566.6667,278208.3333,283241.6667,291350,320808.3333,328772.7273,336141.6667,391216.6667,402850
399098,Brighton,PA,Pittsburgh,Beaver County,5435,106022.2222,108327.2727,110600,112250,115058.3333,119400,124941.6667,129716.6667,136691.6667,148433.3333,151966.6667,140616.6667,143616.6667,147141.6667,146141.6667,144091.6667,146375,153583.3333,156333.3333,161825,163190.9091,171250,184516.6667,200662.5
44095,Bedminster,NJ,New York-Newark-Jersey City,Somerset County,5436,154388.8889,154618.1818,158600,174733.3333,201108.3333,228958.3333,257916.6667,284091.6667,310241.6667,359900,375225,350350,336908.3333,324841.6667,315841.6667,310791.6667,310225,310108.3333,323541.6667,327250,327154.5455,342816.6667,343258.3333,342500
397957,Girard,PA,Erie,Erie County,5437,65477.77778,68945.45455,73641.66667,78716.66667,83258.33333,84800,84408.33333,88575,94733.33333,101300,104700,102816.6667,104075,106400,108375,108200,112191.6667,118300,118016.6667,119241.6667,123254.5455,121883.3333,126175,127562.5
28140,Castle Shannon,PA,Pittsburgh,Allegheny County,5438,73233.33333,74436.36364,75608.33333,77333.33333,80041.66667,82866.66667,86600,90475,94308.33333,100225,101033.3333,100941.6667,102300,107666.6667,107641.6667,104116.6667,102241.6667,105041.6667,109400,114883.3333,122327.2727,131550,134866.6667,143575
33514,Potosi,MO,,Washington County,5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76410,72366.66667,72575,71350,74983.33333,78391.66667,78663.63636,81483.33333,80125,88537.5
397503,Montrose,MI,Flint,Genesee County,5440,86177.77778,94963.63636,95066.66667,85016.66667,80291.66667,85591.66667,94666.66667,100116.6667,110741.6667,115066.6667,112233.3333,105016.6667,92425,74716.66667,70808.33333,64650,68233.33333,77850,72883.33333,83166.66667,84772.72727,93850,103033.3333,113775
53229,McCordsville,IN,Indianapolis-Carmel-Anderson,Hancock County,5441,150944.4444,147145.4545,137983.3333,130658.3333,140041.6667,153408.3333,158091.6667,160675,165116.6667,171100,172291.6667,174883.3333,172208.3333,167425,164450,161225,161291.6667,164533.3333,165408.3333,167750,170936.3636,180425,199500,216262.5
224571,Rapid Valley,SD,Rapid City,Pennington County,5442,92766.66667,87190.90909,80750,81700,86525,94091.66667,108316.6667,114541.6667,126291.6667,133875,138750,142141.6667,145950,146025,150500,149758.3333,150166.6667,153516.6667,156250,160875,168963.6364,177933.3333,182758.3333,194450
251386,Mount Vista,WA,Portland-Vancouver-Hillsboro,Clark County,5443,144911.1111,156190.9091,163883.3333,166783.3333,171350,176825,179350,182000,211266.6667,260450,301900,303600,284458.3333,253608.3333,234000,212208.3333,221133.3333,238241.6667,253050,277533.3333,316163.6364,343708.3333,367391.6667,384837.5
49038,Edgemere,MD,Baltimore-Columbia-Towson,Baltimore County,5444,110422.2222,111036.3636,114783.3333,120333.3333,124150,129225,139008.3333,156975,175958.3333,217033.3333,260158.3333,270841.6667,247133.3333,232750,224341.6667,199325,180775,182033.3333,182716.6667,207100,209563.6364,231450,240600,248487.5
28013,Woodbury,TN,Nashville-Davidson--Murfreesboro--Franklin,Cannon County,5445,51466.66667,56736.36364,60425,63283.33333,65975,69375,72366.66667,75466.66667,81908.33333,91866.66667,94733.33333,109183.3333,105116.6667,98900,92100,88541.66667,90341.66667,94875,97600,102866.6667,114954.5455,126700,138750,143637.5
46877,Old Forge,PA,Scranton--Wilkes-Barre--Hazleton,Lackawanna County,5446,57266.66667,60090.90909,62383.33333,65991.66667,66450,67533.33333,69058.33333,72533.33333,89441.66667,102200,113908.3333,121450,119258.3333,116216.6667,119733.3333,114116.6667,106833.3333,94875,99508.33333,98200,97018.18182,106116.6667,115558.3333,117300
396934,Skowhegan,ME,,Somerset County,5447,0,0,0,0,0,0,0,0,0,83833.33333,61533.33333,71466.66667,80416.66667,72733.33333,69050,68541.66667,59658.33333,62891.66667,69050,92083.33333,106463.6364,109433.3333,108791.6667,114225
397553,Jackson,PA,Lebanon,Lebanon County,5448,122666.6667,126427.2727,129941.6667,128458.3333,123766.6667,123066.6667,121891.6667,124675,132875,150275,170000,177650,184158.3333,178266.6667,174041.6667,165825,163241.6667,162366.6667,158991.6667,155583.3333,159936.3636,168350,176775,178225
8795,Moore Haven,FL,,Glades County,5449,37333.33333,38445.45455,40516.66667,41333.33333,41141.66667,40791.66667,43200,50850,62041.66667,85733.33333,105341.6667,102866.6667,86875,70833.33333,62858.33333,57216.66667,55075,56175,56150,62783.33333,68400,67641.66667,79450,87150
32578,Los Altos Hills,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,5450,1005866.667,1122836.364,1299050,1591325,1984058.333,2232133.333,2451091.667,2580233.333,2808058.333,2979958.333,2814241.667,2719958.333,2452108.333,2133866.667,2158341.667,2214350,2541575,3075783.333,3401691.667,3801550,4011363.636,4364333.333,4878883.333,4495087.5
57020,Richton,MS,Hattiesburg,Perry County,5451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96790,89008.33333,89800,88791.66667,87591.66667,91133.33333,99327.27273,105716.6667,107258.3333,107512.5
55185,Whitehall,MI,Muskegon,Muskegon County,5452,87211.11111,87554.54545,92233.33333,112983.3333,126691.6667,114108.3333,105800,113075,126125,130308.3333,136225,133941.6667,119808.3333,111983.3333,107933.3333,107850,109716.6667,114391.6667,117958.3333,123441.6667,146036.3636,152583.3333,166550,171875
9848,North Londonderry,PA,Lebanon,Lebanon County,5453,134455.5556,141572.7273,146400,139933.3333,130133.3333,132566.6667,139766.6667,149683.3333,165816.6667,175741.6667,188666.6667,195066.6667,200391.6667,191775,191591.6667,182925,180191.6667,179541.6667,184716.6667,188291.6667,190972.7273,198808.3333,207191.6667,213087.5
17523,College Place,WA,Walla Walla,Walla Walla County,5454,86300,94381.81818,105916.6667,112633.3333,116133.3333,120325,128475,141250,143183.3333,168191.6667,186816.6667,200083.3333,199241.6667,186991.6667,182083.3333,173483.3333,172525,178683.3333,181775,185908.3333,197881.8182,218733.3333,238150,269325
31011,Conley,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68758.33333,74991.66667,79790.90909,90116.66667,117783.3333,133750
398504,Salisbury,PA,Allentown-Bethlehem-Easton,Lehigh County,5456,94811.11111,98900,99983.33333,102366.6667,106183.3333,112266.6667,121116.6667,129916.6667,148308.3333,171250,193308.3333,195150,190366.6667,174708.3333,168116.6667,153733.3333,145441.6667,148691.6667,147733.3333,152466.6667,156472.7273,167208.3333,179125,186925
30614,Brooklyn,MI,Jackson,Jackson County,5457,67844.44444,76127.27273,94475,112775,118625,121166.6667,125775,139483.3333,151366.6667,159191.6667,146050,146258.3333,135008.3333,119975,110641.6667,108383.3333,108700,120300,125150,135250,143654.5455,158691.6667,176633.3333,176625
49369,Harlem,GA,Augusta-Richmond County,Columbia County,5458,74955.55556,74772.72727,74341.66667,77133.33333,81491.66667,85716.66667,87391.66667,88850,90583.33333,106183.3333,115441.6667,117841.6667,117466.6667,117933.3333,113308.3333,102550,89983.33333,93100,103825,114558.3333,129063.6364,125883.3333,138333.3333,154237.5
399067,Niagara,NY,Buffalo-Cheektowaga-Niagara Falls,Niagara County,5459,77611.11111,75563.63636,74358.33333,74783.33333,76466.66667,76600,77741.66667,84658.33333,84975,90100,87958.33333,89125,88733.33333,98241.66667,105558.3333,96191.66667,99575,95983.33333,102866.6667,100466.6667,98990.90909,105483.3333,121333.3333,133275
29422,Taylorville,IL,Taylorville,Christian County,5460,46011.11111,48272.72727,52341.66667,54258.33333,57641.66667,61208.33333,64208.33333,64708.33333,67616.66667,66300,68725,69850,71883.33333,72558.33333,71991.66667,71958.33333,69783.33333,69850,67483.33333,70575,72109.09091,76600,78733.33333,78687.5
56279,Rocky Face,GA,Dalton,Whitfield County,5461,82944.44444,86154.54545,90341.66667,94966.66667,100500,107166.6667,113350,120675,137841.6667,130833.3333,135975,142266.6667,133708.3333,125033.3333,123441.6667,108383.3333,104066.6667,108058.3333,118066.6667,124416.6667,132690.9091,141708.3333,149583.3333,161850
5422,Kill Devil Hills,NC,Kill Devil Hills,Dare County,5462,0,0,0,0,0,0,0,210766.6667,249725,266433.3333,292891.6667,261591.6667,252258.3333,231833.3333,226333.3333,218016.6667,221658.3333,232925,228591.6667,234700,234036.3636,247725,261191.6667,274625
45396,Garden City Park,NY,New York-Newark-Jersey City,Nassau County,5463,224766.6667,230954.5455,244391.6667,267441.6667,296133.3333,329408.3333,374500,418008.3333,477358.3333,554233.3333,563450,542283.3333,518491.6667,473833.3333,472025,458841.6667,450600,457633.3333,510991.6667,543566.6667,583063.6364,622041.6667,671616.6667,683212.5
397876,Ligonier,PA,Pittsburgh,Westmoreland County,5464,28122.22222,31818.18182,43516.66667,60483.33333,76191.66667,89775,96566.66667,102333.3333,109125,116650,124841.6667,130325,123150,111550,111666.6667,115191.6667,118766.6667,129591.6667,123458.3333,128116.6667,135390.9091,138991.6667,137750,136037.5
29604,West Olive,MI,Grand Rapids-Wyoming,Ottawa County,5465,140488.8889,152190.9091,155683.3333,161700,170741.6667,173150,175908.3333,176925,192283.3333,202308.3333,221591.6667,216900,207000,194283.3333,187450,176225,178941.6667,192491.6667,205825,225908.3333,245054.5455,259716.6667,280766.6667,285175
52380,Haledon,NJ,New York-Newark-Jersey City,Passaic County,5466,140044.4444,141590.9091,147433.3333,157808.3333,170450,189141.6667,217591.6667,260983.3333,303758.3333,340141.6667,384933.3333,390816.6667,349925,290975,263916.6667,231333.3333,216500,219108.3333,243908.3333,241283.3333,250772.7273,251141.6667,291950,308237.5
40717,Salado,TX,Killeen-Temple,Bell County,5467,154000,157263.6364,158100,168775,178941.6667,171400,159558.3333,156041.6667,166708.3333,199500,208683.3333,214908.3333,217475,204266.6667,209058.3333,208133.3333,212800,214016.6667,224841.6667,236675,245427.2727,251750,272575,283875
46922,Orono,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,5468,264155.5556,265854.5455,279383.3333,314058.3333,362950,415891.6667,472608.3333,533708.3333,601083.3333,701525,743108.3333,760883.3333,719925,643291.6667,560558.3333,514908.3333,510766.6667,514075,560116.6667,599491.6667,652763.6364,670775,717450,724875
118875,West Athens,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,5469,143388.8889,144454.5455,147891.6667,154933.3333,165716.6667,181058.3333,205091.6667,250241.6667,316483.3333,398041.6667,461358.3333,478658.3333,396225,297216.6667,272583.3333,259491.6667,259575,290716.6667,334458.3333,362566.6667,417445.4545,464466.6667,496891.6667,515025
9412,Ward,AR,Little Rock-North Little Rock-Conway,Lonoke County,5470,63422.22222,66227.27273,70491.66667,73941.66667,76933.33333,80750,83775,83783.33333,88533.33333,99683.33333,110775,104308.3333,105441.6667,97466.66667,102225,101566.6667,104716.6667,105516.6667,98525,108458.3333,108790.9091,107058.3333,113783.3333,119575
35514,Hoquiam,WA,Aberdeen,Grays Harbor County,5471,82788.88889,79045.45455,75816.66667,82200,86333.33333,95283.33333,98400,100008.3333,85558.33333,87850,104325,113208.3333,116441.6667,101441.6667,94925,84975,81708.33333,81133.33333,81333.33333,77341.66667,75572.72727,83925,111883.3333,129200
42785,Rittman,OH,Wooster,Wayne County,5472,70688.88889,74500,79783.33333,84275,87916.66667,90733.33333,92533.33333,96666.66667,101166.6667,103108.3333,105525,106016.6667,104558.3333,102483.3333,97091.66667,94333.33333,95425,97800,98033.33333,96666.66667,97800,102166.6667,112566.6667,115637.5
51300,Cashmere,WA,Wenatchee,Chelan County,5473,127322.2222,131900,136516.6667,143408.3333,150958.3333,154458.3333,155008.3333,155291.6667,154158.3333,171175,201433.3333,234908.3333,246383.3333,221691.6667,200391.6667,186883.3333,183908.3333,197366.6667,208950,225883.3333,240500,264633.3333,289575,323312.5
42941,Springfield,GA,Savannah,Effingham County,5474,66622.22222,70081.81818,77108.33333,86758.33333,94983.33333,100633.3333,103883.3333,102850,116575,126341.6667,140275,145666.6667,139908.3333,132783.3333,126450,114325,109333.3333,115016.6667,121158.3333,126100,130827.2727,135125,143858.3333,155512.5
